y,x,x1,x2
Fairfield,369587.11,607031.57,1/1/01
Fairfield,351716.13,612695.88,2/1/01
Fairfield,375670.85,581427.5,3/1/01
Fairfield,372628.98,579640.9,4/1/01
Fairfield,401488.72,576070.59,5/1/01
Fairfield,425861.69,646902.06,6/1/01
Fairfield,433466.37,656288.16,7/1/01
Fairfield,447915.25,685425.69,8/1/01
Fairfield,392401.13,575305.87,9/1/01
Fairfield,372628.98,537846.34,10/1/01
Fairfield,392401.13,537594.82,11/1/01
Fairfield,387838.33,594397.7,12/1/01
Fairfield,404202.61,594532.36,1/1/02
Fairfield,372764.63,567337.61,2/1/02
Fairfield,414681.94,642277.94,3/1/02
Fairfield,419173.08,599222.41,4/1/02
Fairfield,449114.01,695586.54,5/1/02
Fairfield,525313.69,755213.38,6/1/02
Fairfield,501510.64,777741.88,7/1/02
Fairfield,507498.83,707006.24,8/1/02
Fairfield,434143.54,653868.29,9/1/02
Fairfield,456599.24,626522.9,10/1/02
Fairfield,434143.54,636673.26,11/1/02
Fairfield,449114.01,611780.51,12/1/02
Fairfield,414878.83,639164.66,1/1/03
Fairfield,419634.94,579180.81,2/1/03
Fairfield,424391.04,578292.01,3/1/03
Fairfield,452854.51,620446.11,4/1/03
Fairfield,475610.65,677092.17,5/1/03
Fairfield,511464.38,707819.02,6/1/03
Fairfield,519513.17,751605.06,7/1/03
Fairfield,522440.01,788279.38,8/1/03
Fairfield,490244.83,698331.78,9/1/03
Fairfield,468293.57,683481.67,10/1/03
Fairfield,460976.48,693384.49,11/1/03
Fairfield,497561.91,705927.53,12/1/03
Fairfield,484633.95,748186.84,1/1/04
Fairfield,468241.92,733853.1,2/1/04
Fairfield,477506.98,704415.71,3/1/04
Fairfield,523119.59,825339.99,4/1/04
Fairfield,529533.86,828415.95,5/1/04
Fairfield,563030.62,853965.69,6/1/04
Fairfield,611494.01,869713.85,7/1/04
Fairfield,605792.44,901881.44,8/1/04
Fairfield,569088.54,836041.39,9/1/04
Fairfield,524544.98,785055.65,10/1/04
Fairfield,534522.74,788870.7,11/1/04
Fairfield,535948.13,783016.19,12/1/04
Fairfield,524012.35,813386.43,1/1/05
Fairfield,510222.55,850003.52,2/1/05
Fairfield,551591.94,816305.9,3/1/05
Fairfield,566760.72,823840.15,4/1/05
Fairfield,592961.34,862590.31,5/1/05
Fairfield,613646.04,930017.32,6/1/05
Fairfield,648120.53,940906.71,7/1/05
Fairfield,634330.73,997201.22,8/1/05
Fairfield,586066.44,885310.4,9/1/05
Fairfield,565381.74,845322.38,10/1/05
Fairfield,561934.29,831837.13,11/1/05
Fairfield,589513.89,886925.13,12/1/05
Fairfield,547733.28,852276.68,1/1/06
Fairfield,544393.45,839108.38,2/1/06
Fairfield,547733.28,850283.84,3/1/06
Fairfield,534373.94,844034.36,4/1/06
Fairfield,568440.27,885688.21,5/1/06
Fairfield,621209.7,952679.9,6/1/06
Fairfield,614530.03,925199.75,7/1/06
Fairfield,594491,890541.1,8/1/06
Fairfield,534373.94,799763.49,9/1/06
Fairfield,547733.28,772572.55,10/1/06
Fairfield,545061.42,777565.43,11/1/06
Fairfield,527694.26,842919.86,12/1/06
Fairfield,532449.07,914414.92,1/1/07
Fairfield,540241,831894.31,2/1/07
Fairfield,538942.35,902993.79,3/1/07
Fairfield,573356.74,919020.94,4/1/07
Fairfield,589265.28,967900.81,5/1/07
Fairfield,642834.85,1015354.95,6/1/07
Fairfield,649328.13,1038228.9,7/1/07
Fairfield,616861.72,951441.69,8/1/07
Fairfield,519462.5,857298,9/1/07
Fairfield,532449.07,800830.83,10/1/07
Fairfield,555824.88,940733.09,11/1/07
Fairfield,519462.5,818244.84,12/1/07
Fairfield,456590.81,691181.93,1/1/08
Fairfield,494118.82,810082.97,2/1/08
Fairfield,475354.81,778835.59,3/1/08
Fairfield,487864.15,819838.68,4/1/08
Fairfield,520388.43,822284.23,5/1/08
Fairfield,541028.83,873444.45,6/1/08
Fairfield,631721.53,899512.19,7/1/08
Fairfield,547908.97,902791.39,8/1/08
Fairfield,481609.48,710055.7,9/1/08
Fairfield,481609.48,676517.47,10/1/08
Fairfield,431572.13,633807.45,11/1/08
Fairfield,404364.33,589487.45,12/1/08
Fairfield,388580.84,579601.56,1/1/09
Fairfield,376486.22,561744.42,2/1/09
Fairfield,396565.48,645073.37,3/1/09
Fairfield,420409.61,606819.23,4/1/09
Fairfield,426684.38,629227.74,5/1/09
Fairfield,489432.08,716256.82,6/1/09
Fairfield,519550.98,801727.33,7/1/09
Fairfield,501981.62,767939.19,8/1/09
Fairfield,432959.15,706778.48,9/1/09
Fairfield,439233.92,719070.9,10/1/09
Fairfield,420409.61,630183.43,11/1/09
Fairfield,451783.46,689286,12/1/09
Fairfield,463029.97,726886.56,1/1/10
Fairfield,370423.97,598628.66,2/1/10
Fairfield,432161.3,659248.68,3/1/10
Fairfield,450682.5,745788.89,4/1/10
Fairfield,453151.99,716001.14,5/1/10
Fairfield,503776.6,761876.98,6/1/10
Fairfield,586504.62,940147.26,7/1/10
Fairfield,524767.29,818198.61,8/1/10
Fairfield,456856.23,756987.71,9/1/10
Fairfield,454386.74,708417.54,10/1/10
Fairfield,456856.23,684248.46,11/1/10
Fairfield,438335.03,771702.44,12/1/10
Fairfield,439956.27,747651.32,1/1/11
Fairfield,389076.97,680704.53,2/1/11
Fairfield,416611.65,669203.91,3/1/11
Fairfield,448934.97,771472.65,4/1/11
Fairfield,474075.33,852946.58,5/1/11
Fairfield,532736.16,864335.78,6/1/11
Fairfield,502388.16,748832.49,7/1/11
Fairfield,499215.69,764642.5,8/1/11
Fairfield,454863.3,716571.79,9/1/11
Fairfield,360345.14,561225.69,10/1/11
Fairfield,353162.18,613984.52,11/1/11
Fairfield,377105.37,612042.32,12/1/11
Fairfield,351853.38,589888.84,1/1/12
Fairfield,347455.22,555093.02,2/1/12
Fairfield,387038.72,609366.22,3/1/12
Fairfield,398767.17,587634.11,4/1/12
Fairfield,428088.28,660091.89,5/1/12
Fairfield,527662.79,779660.41,6/1/12
Fairfield,498458.96,765705.63,7/1/12
Fairfield,469137.84,748894.73,8/1/12
Fairfield,428088.28,709711.85,9/1/12
Fairfield,390557.25,596864.56,10/1/12
Fairfield,416359.84,652034.53,11/1/12
Fairfield,433952.51,835280.32,12/1/12
Fairfield,346769.84,595131.64,1/1/13
Fairfield,366998.08,666302.59,2/1/13
Fairfield,375667.32,609813.03,3/1/13
Fairfield,404564.81,634858.55,4/1/13
Fairfield,480854.17,757575.79,5/1/13
Fairfield,520154.75,814179.17,6/1/13
Fairfield,488945.47,738144.56,7/1/13
Fairfield,470405.42,713391.42,8/1/13
Fairfield,410344.31,628112.21,9/1/13
Fairfield,371043.72,535081.66,10/1/13
Fairfield,393005.81,634517.08,11/1/13
Fairfield,403408.91,691738.18,12/1/13
Fairfield,367704.37,591502.93,1/1/14
Fairfield,341256.95,582548.85,2/1/14
Fairfield,341256.95,559243.09,3/1/14
Fairfield,400505.99,626389.42,4/1/14
Fairfield,423158.62,685261.88,5/1/14
Fairfield,478755.07,718796.67,6/1/14
Fairfield,472072.12,730424.19,7/1/14
Fairfield,480034.78,765329.48,8/1/14
Fairfield,397564.35,580055.79,9/1/14
Fairfield,381070.27,613030.06,10/1/14
Fairfield,398133.11,621001.94,11/1/14
Fairfield,402398.83,645444.66,12/1/14
Fairfield,378561.3,590396.26,1/1/15
Fairfield,382313.43,583826.79,2/1/15
Fairfield,369247.74,572882.57,3/1/15
Fairfield,397651.41,641167.99,4/1/15
Fairfield,454458.75,662314.28,5/1/15
Fairfield,443097.29,727894.14,6/1/15
Fairfield,466388.3,735580.06,7/1/15
Fairfield,420374.35,666247.33,8/1/15
Fairfield,395379.12,609534.48,9/1/15
Fairfield,426055.08,640786.16,10/1/15
Fairfield,364093.04,561906.96,11/1/15
Fairfield,367429.9,559482.04,12/1/15
Fairfield,364626.6,587193.77,1/1/16
Fairfield,363168.1,569133.9,2/1/16
Fairfield,355931.66,556595.72,3/1/16
Fairfield,381455.52,581674.81,4/1/16
Fairfield,397933.84,590068.24,5/1/16
Fairfield,434747.1,682638.23,6/1/16
Fairfield,420723,609718.55,7/1/16
Fairfield,415001.17,582878.34,8/1/16
Fairfield,403894.08,583864.88,9/1/16
Fairfield,364626.6,530084.23,10/1/16
Fairfield,392674.8,575586.48,11/1/16
Fairfield,375565.4,545225.38,12/1/16
Fairfield,362488.11,559668.52,1/1/17
Fairfield,351503.62,551667.18,2/1/17
Fairfield,356995.87,543899.77,3/1/17
Fairfield,420156.67,608892.85,4/1/17
Fairfield,415213.65,582186.6,5/1/17
Fairfield,442674.87,645940.31,6/1/17
Fairfield,411918.31,628237.05,7/1/17
Fairfield,417410.55,634336.81,8/1/17
Fairfield,408073.74,586690.26,9/1/17
Fairfield,373417.68,519879.38,10/1/17
Fairfield,389949.33,578654.3,11/1/17
Fairfield,411863.38,645562.16,12/1/17
Fairfield,364597.93,532966.25,1/1/18
Fairfield,386044.87,612839.35,2/1/18
Fairfield,359236.2,593526.55,3/1/18
Fairfield,390334.26,651792.18,4/1/18
Fairfield,407384.57,599514.25,5/1/18
Fairfield,447409.92,675246.68,6/1/18
Fairfield,450385.68,683754.16,7/1/18
Fairfield,450385.68,802001.39,8/1/18
Fairfield,386044.87,598227.19,9/1/18
Fairfield,353874.47,513006.45,10/1/18
Fairfield,375321.4,554322.86,11/1/18
Fairfield,386044.87,577571.52,12/1/18
Fairfield,360215.13,531718.55,1/1/19
Fairfield,321244.49,456962.32,2/1/19
Fairfield,358108.61,517567.08,3/1/19
Fairfield,370747.74,553808.95,4/1/19
Fairfield,394972.73,583053.59,5/1/19
Fairfield,429203.71,639814.2,6/1/19
Fairfield,421304.25,600879.49,7/1/19
Fairfield,421304.25,618666.58,8/1/19
Fairfield,384440.13,555073.06,9/1/19
Fairfield,357581.98,510875.9,10/1/19
Fairfield,373907.52,573773.78,11/1/19
Fairfield,389706.43,547687.77,12/1/19
Fairfield,374498.68,589761.06,1/1/20
Fairfield,353693.2,502743.79,2/1/20
Fairfield,390102.79,551790.74,3/1/20
Fairfield,395304.16,524535.91,4/1/20
Fairfield,435354.72,636718.08,5/1/20
Fairfield,484767.74,762461.94,6/1/20
Fairfield,540942.54,793033.77,7/1/20
Fairfield,548224.46,820000.51,8/1/20
Fairfield,534700.9,823486.6,9/1/20
Fairfield,509734.32,752831.97,10/1/20
Fairfield,481126.78,715010.5,11/1/20
Fairfield,510774.59,768184.15,12/1/20
Fairfield,439500,613531.92,1/1/21
Fairfield,442000,719660.08,2/1/21
Fairfield,445000,705148.82,3/1/21
Fairfield,459900,761882.02,4/1/21
Fairfield,510000,855724.21,5/1/21
Fairfield,540000,843103.42,6/1/21
Fairfield,550000,883779.04,7/1/21
Fairfield,522000,807179.08,8/1/21
Fairfield,454000,689336.69,9/1/21
Fairfield,455000,677496.64,10/1/21
Hartford,192398.23,223857.89,1/1/01
Hartford,197721.5,239366.58,2/1/01
Hartford,193158.7,231201.07,3/1/01
Hartford,205326.17,242797.64,4/1/01
Hartford,201828.02,238740.25,5/1/01
Hartford,208368.04,247051.1,6/1/01
Hartford,212930.85,253548.35,7/1/01
Hartford,220535.52,262732.5,8/1/01
Hartford,212930.85,244306.64,9/1/01
Hartford,212930.85,245466.78,10/1/01
Hartford,212930.85,250371.9,11/1/01
Hartford,209888.98,240742.1,12/1/01
Hartford,209436.83,250843.08,1/1/02
Hartford,194616.07,235951.63,2/1/02
Hartford,209436.83,254103.17,3/1/02
Hartford,202101.3,237616.63,4/1/02
Hartford,213179.45,250443.51,5/1/02
Hartford,224557.01,277908.31,6/1/02
Hartford,231293.72,278313.01,7/1/02
Hartford,245515.66,290190.24,8/1/02
Hartford,232042.24,277842.34,9/1/02
Hartford,229048.15,265705.63,10/1/02
Hartford,232042.24,273084.08,11/1/02
Hartford,224557.01,258350.06,12/1/02
Hartford,219512.61,265782.71,1/1/03
Hartford,217317.48,247725.78,2/1/03
Hartford,213658.94,254662.63,3/1/03
Hartford,226829.7,263330.62,4/1/03
Hartford,234146.78,273541.93,5/1/03
Hartford,241463.87,297230.58,6/1/03
Hartford,256098.04,319034.87,7/1/03
Hartford,255659.02,311014.71,8/1/03
Hartford,245488.27,291686,9/1/03
Hartford,242927.29,287892.57,10/1/03
Hartford,248634.61,294415.9,11/1/03
Hartford,248780.96,283178.68,12/1/03
Hartford,233764.61,279933.49,1/1/04
Hartford,235190.01,281878.56,2/1/04
Hartford,242316.98,277993.88,3/1/04
Hartford,246593.16,290237.12,4/1/04
Hartford,256570.92,296340.35,5/1/04
Hartford,263697.89,309165.51,6/1/04
Hartford,277951.82,335365.07,7/1/04
Hartford,277951.82,333896.3,8/1/04
Hartford,263697.89,308025.47,9/1/04
Hartford,263697.89,301754.72,10/1/04
Hartford,270040.89,308410.72,11/1/04
Hartford,270824.86,311920.08,12/1/04
Hartford,259248.21,299027.08,1/1/05
Hartford,255111.27,301333.84,2/1/05
Hartford,257524.49,291192.18,3/1/05
Hartford,264764.13,307170.32,4/1/05
Hartford,268901.07,307492.13,5/1/05
Hartford,289585.77,334241.87,6/1/05
Hartford,297859.65,345277.94,7/1/05
Hartford,310270.47,346056.72,8/1/05
Hartford,289585.77,325464,9/1/05
Hartford,295101.69,333957.69,10/1/05
Hartford,292343.73,325687.37,11/1/05
Hartford,296480.67,334406.3,12/1/05
Hartford,275202.58,312671.57,1/1/06
Hartford,280546.32,310166.78,2/1/06
Hartford,283218.19,324495.31,3/1/06
Hartford,287225.99,317109.85,4/1/06
Hartford,293905.67,322785.51,5/1/06
Hartford,301186.51,342341.99,6/1/06
Hartford,307265.01,357426.39,7/1/06
Hartford,300585.34,345129.64,8/1/06
Hartford,300585.34,338178.43,9/1/06
Hartford,291233.8,322961.7,10/1/06
Hartford,293905.67,322919.83,11/1/06
Hartford,283886.15,321865.78,12/1/06
Hartford,279211.1,319557.81,1/1/07
Hartford,283756.39,324035.42,2/1/07
Hartford,292197.66,344669.82,3/1/07
Hartford,285704.38,313861.83,4/1/07
Hartford,284723.89,317731.67,5/1/07
Hartford,301288.25,355151.83,6/1/07
Hartford,308430.86,365610.72,7/1/07
Hartford,308755.53,356368.33,8/1/07
Hartford,292197.66,320606.36,9/1/07
Hartford,285704.38,325757.23,10/1/07
Hartford,283107.06,330888.29,11/1/07
Hartford,272717.81,325772.75,12/1/07
Hartford,252688.61,301397.88,1/1/08
Hartford,250186.74,295347.51,2/1/08
Hartford,271452.62,307687.2,3/1/08
Hartford,266448.88,307092.98,4/1/08
Hartford,256441.41,301497.01,5/1/08
Hartford,281460.09,332708.1,6/1/08
Hartford,282711.02,335616.39,7/1/08
Hartford,283961.95,343458.54,8/1/08
Hartford,265510.68,309458.51,9/1/08
Hartford,250186.74,296377.57,10/1/08
Hartford,255190.48,308322.17,11/1/08
Hartford,236989.39,276007.77,12/1/08
Hartford,232166.5,269541.24,1/1/09
Hartford,228401.64,274021.55,2/1/09
Hartford,232793.98,259247.63,3/1/09
Hartford,225891.73,274114.98,4/1/09
Hartford,244716.04,281876.45,5/1/09
Hartford,270442.6,317724.53,6/1/09
Hartford,259775.49,300003.07,7/1/09
Hartford,260402.97,303881.4,8/1/09
Hartford,244716.04,283016.27,9/1/09
Hartford,240951.18,278865.38,10/1/09
Hartford,244716.04,282464.48,11/1/09
Hartford,243774.83,286367.09,12/1/09
Hartford,229662.86,269537.44,1/1/10
Hartford,224415.19,271147.5,2/1/10
Hartford,234601.85,266836.43,3/1/10
Hartford,230897.61,267947.46,4/1/10
Hartford,245714.57,275116.44,5/1/10
Hartford,265470.51,301983.37,6/1/10
Hartford,253123.05,295114.69,7/1/10
Hartford,256827.29,303988.95,8/1/10
Hartford,234601.85,279878.36,9/1/10
Hartford,247196.26,307975.2,10/1/10
Hartford,255592.54,296163.03,11/1/10
Hartford,242148.62,283435.21,12/1/10
Hartford,215488.79,258114.41,1/1/11
Hartford,209951.92,254987.69,2/1/11
Hartford,210700.15,244704.42,3/1/11
Hartford,221414.73,281013.17,4/1/11
Hartford,228657.54,291124.4,5/1/11
Hartford,245417.78,305241.3,6/1/11
Hartford,249607.84,291904.98,7/1/11
Hartford,246614.94,295035.18,8/1/11
Hartford,225066.06,268272.82,9/1/11
Hartford,224766.77,263720.4,10/1/11
Hartford,226263.22,269237.73,11/1/11
Hartford,215488.79,261435.45,12/1/11
Hartford,199383.58,240524.64,1/1/12
Hartford,189121.19,226592.35,2/1/12
Hartford,205247.81,247297.33,3/1/12
Hartford,212284.87,249185.42,4/1/12
Hartford,217562.67,269626.7,5/1/12
Hartford,236914.61,290516.98,6/1/12
Hartford,240374.5,281918.93,7/1/12
Hartford,239084.37,279108.6,8/1/12
Hartford,212284.87,264668.92,9/1/12
Hartford,222723.19,264416.43,10/1/12
Hartford,208179.92,251195.75,11/1/12
Hartford,222840.48,269426.65,12/1/12
Hartford,208061.9,235942.74,1/1/13
Hartford,186677.76,224074.44,2/1/13
Hartford,194191.11,237789.11,3/1/13
Hartford,209217.8,245871.31,4/1/13
Hartford,217655.87,255384.43,5/1/13
Hartford,236959.39,278658.46,6/1/13
Hartford,239849.14,287582.54,7/1/13
Hartford,232913.74,289677.97,8/1/13
Hartford,210373.7,252153.73,9/1/13
Hartford,213841.4,258244.1,10/1/13
Hartford,214361.55,256623.85,11/1/13
Hartford,202282.4,249716.65,12/1/13
Hartford,193378.94,228108.62,1/1/14
Hartford,186553.8,228208.78,2/1/14
Hartford,193378.94,239141.34,3/1/14
Hartford,208109.87,274434.33,4/1/14
Hartford,207029.22,261820.68,5/1/14
Hartford,227504.64,309025.76,6/1/14
Hartford,224092.07,273885.83,7/1/14
Hartford,226224.92,279424.02,8/1/14
Hartford,210441.79,262303.07,9/1/14
Hartford,204754.17,249189.71,10/1/14
Hartford,210441.79,251368.3,11/1/14
Hartford,201341.6,239074.32,12/1/14
Hartford,181726.69,218686.73,1/1/15
Hartford,187464.24,245382.06,2/1/15
Hartford,204506.44,235942.22,3/1/15
Hartford,203370.29,239765.15,4/1/15
Hartford,207346.81,246332.68,5/1/15
Hartford,238590.85,279363.74,6/1/15
Hartford,222287.14,259886.6,7/1/15
Hartford,220866.95,267674.99,8/1/15
Hartford,215867.91,249458.31,9/1/15
Hartford,195985.34,237438.89,10/1/15
Hartford,198825.7,241634.38,11/1/15
Hartford,202720.42,239887.64,12/1/15
Hartford,190110.7,216875.09,1/1/16
Hartford,187642.46,218966.52,2/1/16
Hartford,196337.4,235772.26,3/1/16
Hartford,201947.04,241480.14,4/1/16
Hartford,218775.96,256652.13,5/1/16
Hartford,224273.41,300758.78,6/1/16
Hartford,229995.24,268259.26,7/1/16
Hartford,229995.24,272211.61,8/1/16
Hartford,218775.96,253539.4,9/1/16
Hartford,218775.96,317759.45,10/1/16
Hartford,202732.39,232428.27,11/1/16
Hartford,207556.68,239070.21,12/1/16
Hartford,197720.79,248096.5,1/1/17
Hartford,190251.34,273052.74,2/1/17
Hartford,193326.99,220567.98,3/1/17
Hartford,198324.93,229754.14,4/1/17
Hartford,214197.52,245379.44,5/1/17
Hartford,225182.01,258683.17,6/1/17
Hartford,230674.25,268173.49,7/1/17
Hartford,219689.76,267091.6,8/1/17
Hartford,214563.85,243630.84,9/1/17
Hartford,210902.17,243996.39,10/1/17
Hartford,214197.52,239667.93,11/1/17
Hartford,208705.28,239575.31,12/1/17
Hartford,184979.83,216781.06,1/1/18
Hartford,183650.12,207648.52,2/1/18
Hartford,199188.43,232295.34,3/1/18
Hartford,203745.9,237394.26,4/1/18
Hartford,214469.37,246410.84,5/1/18
Hartford,235916.31,263136.48,6/1/18
Hartford,241170.81,276854.7,7/1/18
Hartford,229482.23,267510.21,8/1/18
Hartford,195167.13,229008.54,9/1/18
Hartford,203745.9,235523.51,10/1/18
Hartford,197579.91,237580.1,11/1/18
Hartford,211252.33,245475.52,12/1/18
Hartford,184320.61,217661.5,1/1/19
Hartford,189586.91,209942.56,2/1/19
Hartford,200119.52,231277.44,3/1/19
Hartford,210652.13,237197.61,4/1/19
Hartford,216971.69,246991.83,5/1/19
Hartford,228557.56,258445.94,6/1/19
Hartford,236983.64,272717.15,7/1/19
Hartford,226451.03,255236.43,8/1/19
Hartford,215918.43,248648.19,9/1/19
Hartford,220131.47,240450.16,10/1/19
Hartford,207492.34,234576.32,11/1/19
Hartford,210652.13,238214.86,12/1/19
Hartford,202853.45,232663.22,1/1/20
Hartford,195051.4,220308.91,2/1/20
Hartford,213256.19,233712.47,3/1/20
Hartford,233021.4,251946.41,4/1/20
Hartford,228860.31,256934.71,5/1/20
Hartford,239263.05,269628.63,6/1/20
Hartford,246440.94,272292.32,7/1/20
Hartford,254815.14,287344.15,8/1/20
Hartford,248625.51,280260.72,9/1/20
Hartford,254867.16,276417.4,10/1/20
Hartford,244464.42,272187.22,11/1/20
Hartford,244464.42,285331.37,12/1/20
Hartford,231750,264817.23,1/1/21
Hartford,225000,249238.57,2/1/21
Hartford,230000,257869.69,3/1/21
Hartford,241000,276899.65,4/1/21
Hartford,250000,284871.8,5/1/21
Hartford,260000,297728.77,6/1/21
Hartford,268950,304804.62,7/1/21
Hartford,277000,314632.98,8/1/21
Hartford,259000,286859.5,9/1/21
Hartford,250000,290889.36,10/1/21
Litchfield,205326.17,287938,1/1/01
Litchfield,193006.6,298960.24,2/1/01
Litchfield,199242.44,294080.91,3/1/01
Litchfield,212930.85,274440.4,4/1/01
Litchfield,208368.04,294296.5,5/1/01
Litchfield,230383.57,289057.5,6/1/01
Litchfield,231182.06,281143.13,7/1/01
Litchfield,233463.46,341436.43,8/1/01
Litchfield,214185.62,281995.48,9/1/01
Litchfield,212930.85,259296.7,10/1/01
Litchfield,209888.98,285076.6,11/1/01
Litchfield,228140.19,305387.58,12/1/01
Litchfield,212954.89,299571.44,1/1/02
Litchfield,222311.44,316106.33,2/1/02
Litchfield,235036.33,303592.22,3/1/02
Litchfield,215948.99,278232.09,4/1/02
Litchfield,221562.91,310017.3,5/1/02
Litchfield,229048.15,284877.39,6/1/02
Litchfield,227551.1,313439.67,7/1/02
Litchfield,239527.47,303453,8/1/02
Litchfield,232042.24,302864.03,9/1/02
Litchfield,237955.57,305537.52,10/1/02
Litchfield,224557.01,294251.06,11/1/02
Litchfield,247012.71,359077.41,12/1/02
Litchfield,248049.25,334290.79,1/1/03
Litchfield,230634.58,280534.74,2/1/03
Litchfield,216585.77,294323.71,3/1/03
Litchfield,224268.72,298698.33,4/1/03
Litchfield,241463.87,336789.01,5/1/03
Litchfield,240732.16,323915.65,6/1/03
Litchfield,263415.13,335037.6,7/1/03
Litchfield,272927.34,339981.51,8/1/03
Litchfield,270732.22,351143.84,9/1/03
Litchfield,260188.3,322271.21,10/1/03
Litchfield,278049.3,353936.97,11/1/03
Litchfield,251707.79,302857.57,12/1/03
Litchfield,277951.82,321272.14,1/1/04
Litchfield,242316.98,359451.99,2/1/04
Litchfield,273319.29,344295.18,3/1/04
Litchfield,279377.22,375053.77,4/1/04
Litchfield,276526.43,362901.86,5/1/04
Litchfield,271715.73,372433.83,6/1/04
Litchfield,302896.22,371790.46,7/1/04
Litchfield,285007.53,355008.26,8/1/04
Litchfield,277951.82,382564.38,9/1/04
Litchfield,285078.79,371178.97,10/1/04
Litchfield,285078.79,351251.56,11/1/04
Litchfield,270824.86,373892.07,12/1/04
Litchfield,296480.67,393024.63,1/1/05
Litchfield,257179.74,392335.13,2/1/05
Litchfield,263178.31,370873.88,3/1/05
Litchfield,290620,389698.83,4/1/05
Litchfield,303375.57,385702.27,5/1/05
Litchfield,324060.27,396093.79,6/1/05
Litchfield,320854.14,413599.01,7/1/05
Litchfield,324060.27,389200.91,8/1/05
Litchfield,326818.23,422124.96,9/1/05
Litchfield,329920.93,436686.41,10/1/05
Litchfield,337850.06,446856.02,11/1/05
Litchfield,308753.59,396265.77,12/1/05
Litchfield,317818.9,411831.06,1/1/06
Litchfield,292569.73,391573.42,2/1/06
Litchfield,300585.34,365754.57,3/1/06
Litchfield,285890.06,350206.05,4/1/06
Litchfield,301921.27,384649.3,5/1/06
