y,x,x1,x2
Litchfield,331979.81,372543.73,6/1/06
Litchfield,287225.99,352584.78,7/1/06
Litchfield,307265.01,397698.29,8/1/06
Litchfield,306597.05,403684.13,9/1/06
Litchfield,307265.01,394036.7,10/1/06
Litchfield,299249.4,403269.69,11/1/06
Litchfield,297913.47,421808.43,12/1/06
Litchfield,318170.78,429832.85,1/1/07
Litchfield,259081.92,358196.26,2/1/07
Litchfield,290379.54,362426.8,3/1/07
Litchfield,312326.83,380183.13,4/1/07
Litchfield,324664.06,415184.42,5/1/07
Litchfield,335637.71,417236.43,6/1/07
Litchfield,319339.57,410474.64,7/1/07
Litchfield,315573.47,398802.05,8/1/07
Litchfield,288301.69,381907.89,9/1/07
Litchfield,274341.13,387253.78,10/1/07
Litchfield,279211.1,385914.03,11/1/07
Litchfield,244677.23,313210.57,12/1/07
Litchfield,274204.67,381184.58,1/1/08
Litchfield,306478.76,379523.23,2/1/08
Litchfield,330871.97,405173.24,3/1/08
Litchfield,273954.48,347325.91,4/1/08
Litchfield,281460.09,371056.04,5/1/08
Litchfield,258317.81,344830.19,6/1/08
Litchfield,270670.78,349846.78,7/1/08
Litchfield,261757.88,348751.7,8/1/08
Litchfield,273954.48,324746.39,9/1/08
Litchfield,265823.42,406425.94,10/1/08
Litchfield,241430.21,284218.33,11/1/08
Litchfield,213909.67,272075.68,12/1/08
Litchfield,227101.51,292895.52,1/1/09
Litchfield,203005.13,307466.7,2/1/09
Litchfield,232166.5,313886.87,3/1/09
Litchfield,202047.6,253755.94,4/1/09
Litchfield,238441.27,288705.24,5/1/09
Litchfield,276089.89,328152.72,6/1/09
Litchfield,260402.97,372496.59,7/1/09
Litchfield,239696.23,330938.98,8/1/09
Litchfield,262222.65,338813.14,9/1/09
Litchfield,257265.58,331210.48,10/1/09
Litchfield,229656.59,348529.21,11/1/09
Litchfield,232166.5,305790.75,12/1/09
Litchfield,236762.66,345346.4,1/1/10
Litchfield,208363.48,545082.46,2/1/10
Litchfield,236453.97,402543.74,3/1/10
Litchfield,227193.37,325215.23,4/1/10
Litchfield,254913.43,350620.93,5/1/10
Litchfield,240158.21,357109.7,6/1/10
Litchfield,217006.71,321636.88,7/1/10
Litchfield,266705.26,368929.86,8/1/10
Litchfield,275965.86,380505.64,9/1/10
Litchfield,237688.72,366726.79,10/1/10
Litchfield,239540.84,389684.83,11/1/10
Litchfield,233367.1,324409.95,12/1/10
Litchfield,239431.98,449342.87,1/1/11
Litchfield,224467.48,357480.53,2/1/11
Litchfield,223210.47,340115.85,3/1/11
Litchfield,233446.18,284319.84,4/1/11
Litchfield,233386.33,343352.57,5/1/11
Litchfield,240629.14,299638.5,6/1/11
Litchfield,263375.18,311067.95,7/1/11
Litchfield,218481.68,311145.33,8/1/11
Litchfield,206450.23,273991.76,9/1/11
Litchfield,214291.63,293157.44,10/1/11
Litchfield,231949.73,307621.61,11/1/11
Litchfield,206929.09,272627.91,12/1/11
Litchfield,190294.04,312160.97,1/1/12
Litchfield,190587.25,246308.11,2/1/12
Litchfield,175926.69,231592.79,3/1/12
Litchfield,201289.46,262943.27,4/1/12
Litchfield,234568.92,308749.92,5/1/12
Litchfield,216976.25,287861.1,6/1/12
Litchfield,208179.92,282625.46,7/1/12
Litchfield,228118.28,278438.08,8/1/12
Litchfield,199383.58,273857.49,9/1/12
Litchfield,210994.75,264128.1,10/1/12
Litchfield,194105.78,298866.39,11/1/12
Litchfield,197858.89,297674.16,12/1/12
Litchfield,198814.71,243626.23,1/1/13
Litchfield,188411.61,254946.4,2/1/13
Litchfield,189567.51,263487.05,3/1/13
Litchfield,199392.66,251312.1,4/1/13
Litchfield,219620.9,298468.81,5/1/13
Litchfield,217829.25,338160.31,6/1/13
Litchfield,228001.17,366271.53,7/1/13
Litchfield,247073.51,336403.11,8/1/13
Litchfield,219042.95,310715.69,9/1/13
Litchfield,195347.01,284859.79,10/1/13
Litchfield,213841.4,310185.88,11/1/13
Litchfield,204016.25,300553.31,12/1/13
Litchfield,183823.75,254087.38,1/1/14
Litchfield,179728.66,251462.56,2/1/14
Litchfield,210441.79,300872.87,3/1/14
Litchfield,182003.71,244480.42,4/1/14
Litchfield,214309.37,297894.74,5/1/14
Litchfield,235751.68,306247.14,6/1/14
Litchfield,202479.13,288215.9,7/1/14
Litchfield,216129.4,264800.03,8/1/14
Litchfield,213854.36,314917.1,9/1/14
Litchfield,199066.56,293374.71,10/1/14
Litchfield,195085.23,297603.69,11/1/14
Litchfield,200204.08,332991.05,12/1/14
Litchfield,173830.47,227905.77,1/1/15
Litchfield,161276.05,308517.5,2/1/15
Litchfield,188032.31,299833.52,3/1/15
Litchfield,182919.65,267927.36,4/1/15
Litchfield,223820.94,292904.71,5/1/15
Litchfield,212033.41,335500.47,6/1/15
Litchfield,220412.5,267587.42,7/1/15
Litchfield,198768.9,265351.64,8/1/15
Litchfield,204449.63,278860.56,9/1/15
Litchfield,198825.7,254830.73,10/1/15
Litchfield,194849.19,336182.89,11/1/15
Litchfield,199961.85,296652.23,12/1/15
Litchfield,185062.03,278227.18,1/1/16
Litchfield,173337.88,216155.07,2/1/16
Litchfield,185118.12,242325.34,3/1/16
Litchfield,196337.4,260706.85,4/1/16
Litchfield,209800.54,321643.76,5/1/16
Litchfield,213166.32,290331.43,6/1/16
Litchfield,229434.28,307335.04,7/1/16
Litchfield,223263.67,295231.89,8/1/16
Litchfield,208678.61,274392.08,9/1/16
Litchfield,206995.72,275066.32,10/1/16
Litchfield,200264.15,282621.51,11/1/16
Litchfield,199142.22,274658.07,12/1/16
Litchfield,184539.4,317321.32,1/1/17
Litchfield,202663.81,255455.48,2/1/17
Litchfield,181244.05,252033.48,3/1/17
Litchfield,208156.05,326913.93,4/1/17
Litchfield,202726.97,264320.32,5/1/17
Litchfield,200466.91,257871.35,6/1/17
Litchfield,219689.76,270187.16,7/1/17
Litchfield,225072.16,281909.84,8/1/17
Litchfield,190031.65,232988.05,9/1/17
Litchfield,241548.89,322261.59,10/1/17
Litchfield,219689.76,271566.03,11/1/17
Litchfield,210902.17,255297.43,12/1/17
Litchfield,189001.13,223828.83,1/1/18
Litchfield,173023.17,249496,2/1/18
Litchfield,168841.01,212747.68,3/1/18
Litchfield,195703.3,236337.06,4/1/18
Litchfield,212056.59,278301.94,5/1/18
Litchfield,215220.02,318542.47,6/1/18
Litchfield,231090.75,281550.47,7/1/18
Litchfield,211815.31,258319.1,8/1/18
Litchfield,211252.33,249032.61,9/1/18
Litchfield,212324.68,282966.85,10/1/18
Litchfield,187660.7,258863.74,11/1/18
Litchfield,198598.64,271000.6,12/1/18
Litchfield,183741.32,287299.31,1/1/19
Litchfield,157989.09,200632.95,2/1/19
Litchfield,184320.61,242291.54,3/1/19
Litchfield,188533.65,345432.72,4/1/19
Litchfield,200119.52,257949.09,5/1/19
Litchfield,226451.03,274580.08,6/1/19
Litchfield,222346.48,275786.61,7/1/19
Litchfield,221184.73,264024.18,8/1/19
Litchfield,208545.6,264163.86,9/1/19
Litchfield,200119.52,276315.65,10/1/19
Litchfield,215918.43,282665.87,11/1/19
Litchfield,237773.59,281498.23,12/1/19
Litchfield,195571.53,277765.38,1/1/20
Litchfield,193490.99,244886.99,2/1/20
Litchfield,197652.08,276459.24,3/1/20
Litchfield,243424.14,360964.64,4/1/20
Litchfield,235362.02,315887.62,5/1/20
Litchfield,260068.53,396458.96,6/1/20
Litchfield,264511.02,330547.15,7/1/20
Litchfield,268286.69,374944.38,8/1/20
Litchfield,273071.96,380512.66,9/1/20
Litchfield,278533.39,377823.08,10/1/20
Litchfield,252266.47,356596.96,11/1/20
Litchfield,270471.27,369930.33,12/1/20
Litchfield,235000,364027.48,1/1/21
Litchfield,248000,315508.27,2/1/21
Litchfield,217300,310619.77,3/1/21
Litchfield,245000,308995.37,4/1/21
Litchfield,250000,401051.6,5/1/21
Litchfield,247000,343079.16,6/1/21
Litchfield,265000,347221.93,7/1/21
Litchfield,260000,337142.8,8/1/21
Litchfield,252043.5,352563.24,9/1/21
Litchfield,255000,312237.35,10/1/21
Middlesex,226616.22,255603.52,1/1/01
Middlesex,197721.5,242720.47,2/1/01
Middlesex,241828.6,247683.62,3/1/01
Middlesex,228140.19,256499.82,4/1/01
Middlesex,227988.1,252791.58,5/1/01
Middlesex,237265.8,276325.17,6/1/01
Middlesex,228140.19,256759.13,7/1/01
Middlesex,236505.33,269457.42,8/1/01
Middlesex,258558.89,298145.11,9/1/01
Middlesex,228140.19,260843.49,10/1/01
Middlesex,238786.74,299432.95,11/1/01
Middlesex,228140.19,287739.37,12/1/01
Middlesex,232042.24,249198.52,1/1/02
Middlesex,221188.65,267198.38,2/1/02
Middlesex,253000.89,314714.35,3/1/02
Middlesex,220065.87,262751.43,4/1/02
Middlesex,247012.71,278601.61,5/1/02
Middlesex,254497.94,295483.28,6/1/02
Middlesex,258240.56,308018.33,7/1/02
Middlesex,267222.84,341541.02,8/1/02
Middlesex,291175.58,349402.87,9/1/02
Middlesex,267971.36,317780.12,10/1/02
Middlesex,243270.09,278334.25,11/1/02
Middlesex,276953.64,331269.79,12/1/02
Middlesex,219512.61,271115.57,1/1/03
Middlesex,226829.7,271146.72,2/1/03
Middlesex,276439.55,293073.27,3/1/03
Middlesex,279659.06,321012.37,4/1/03
Middlesex,263268.79,325840.52,5/1/03
Middlesex,300000.57,359285.08,6/1/03
Middlesex,280976.14,330819.98,7/1/03
Middlesex,307317.65,349694.04,8/1/03
Middlesex,285366.39,331959.67,9/1/03
Middlesex,292683.48,359394.29,10/1/03
Middlesex,285366.39,345173.15,11/1/03
Middlesex,291529.57,320473.67,12/1/03
Middlesex,267974.07,354596.35,1/1/04
Middlesex,263697.89,386780.18,2/1/04
Middlesex,301399.56,330297.7,3/1/04
Middlesex,315368.42,357720.24,4/1/04
Middlesex,330691.4,373515.92,5/1/04
Middlesex,323564.43,377973.15,6/1/04
Middlesex,349078.98,413739.41,7/1/04
Middlesex,338531.07,403454.95,8/1/04
Middlesex,329622.36,383835.65,9/1/04
Middlesex,320713.64,376646.1,10/1/04
Middlesex,346370.74,387111.78,11/1/04
Middlesex,299332.73,370042.42,12/1/04
Middlesex,313580.02,360178.43,1/1/05
Middlesex,321302.31,332326.58,2/1/05
Middlesex,284414.6,327368.25,3/1/05
Middlesex,307512.51,338633.93,4/1/05
Middlesex,328886.7,378700.76,5/1/05
Middlesex,361065.19,404005.72,6/1/05
Middlesex,352329.35,395411.18,7/1/05
Middlesex,351639.86,393912.06,8/1/05
Middlesex,362326.96,413289.9,9/1/05
Middlesex,344744.96,402827.96,10/1/05
Middlesex,336126.34,383346.78,11/1/05
Middlesex,358534.76,415247.66,12/1/05
Middlesex,333850.12,378870.56,1/1/06
Middlesex,340663.38,388007.85,2/1/06
Middlesex,331311.84,380652.86,3/1/06
Middlesex,333983.71,378272.59,4/1/06
Middlesex,320624.36,375796.31,5/1/06
Middlesex,347343.06,416109.49,6/1/06
Middlesex,368050.05,435906.87,7/1/06
Middlesex,313944.69,355640.27,8/1/06
Middlesex,373928.16,442575.41,9/1/06
Middlesex,339327.45,401022.4,10/1/06
Middlesex,371991.06,396079.88,11/1/06
Middlesex,360034.44,421444.3,12/1/06
Middlesex,325313.39,380863.36,1/1/07
Middlesex,324664.06,407666.73,2/1/07
Middlesex,318170.78,381258.48,3/1/07
Middlesex,358429.13,394563.83,4/1/07
Middlesex,315248.81,405034.26,5/1/07
Middlesex,376610.32,433854.05,6/1/07
Middlesex,324664.06,384209.86,7/1/07
Middlesex,374013,450567.9,8/1/07
Middlesex,316872.13,390001.63,9/1/07
Middlesex,357130.47,383468.77,10/1/07
Middlesex,320768.1,381181.46,11/1/07
Middlesex,342520.59,390431.73,12/1/07
Middlesex,312733.43,365421.11,1/1/08
Middlesex,286151.09,322563.2,2/1/08
Middlesex,325242.77,349940.28,3/1/08
Middlesex,331497.44,391552.38,4/1/08
Middlesex,293969.42,372414.33,5/1/08
Middlesex,319926.3,338162.25,6/1/08
Middlesex,317612.07,360922.7,7/1/08
Middlesex,322740.9,361093.74,8/1/08
Middlesex,306478.76,415739.24,9/1/08
Middlesex,310231.56,358552,10/1/08
Middlesex,287276.93,322235.12,11/1/08
Middlesex,275205.42,330337.67,12/1/08
Middlesex,247790.68,279410.35,1/1/09
Middlesex,267305.22,299818.62,2/1/09
Middlesex,263540.35,278850.02,3/1/09
Middlesex,291776.82,324619.77,4/1/09
Middlesex,276717.37,314974.89,5/1/09
Middlesex,295039.7,401315.96,6/1/09
Middlesex,298051.59,338057.15,7/1/09
Middlesex,291776.82,350749.78,8/1/09
Middlesex,282364.66,348322.77,9/1/09
Middlesex,276089.89,337325.78,10/1/09
Middlesex,292404.3,341048.15,11/1/09
Middlesex,288639.43,379696.76,12/1/09
Middlesex,268557.38,307310.16,1/1/10
Middlesex,308069.27,363935.02,2/1/10
Middlesex,271644.25,313897.04,3/1/10
Middlesex,259235.04,309338.83,4/1/10
Middlesex,283065.65,338019.08,5/1/10
Middlesex,291400.19,317406.77,6/1/10
Middlesex,283991.71,334397.61,7/1/10
Middlesex,296339.18,317919.25,8/1/10
Middlesex,277817.98,350679.9,9/1/10
Middlesex,253123.05,289669.97,10/1/10
Middlesex,311156.14,373095.74,11/1/10
Middlesex,290165.45,333899.49,12/1/10
Middlesex,263375.18,346562.43,1/1/11
Middlesex,287318.38,373437.77,2/1/11
Middlesex,305275.78,339216.06,3/1/11
Middlesex,257987.96,333285.61,4/1/11
Middlesex,313655.9,369109.44,5/1/11
Middlesex,329218.98,416695.56,6/1/11
Middlesex,296895.66,342121.84,7/1/11
Middlesex,267864.53,296285.14,8/1/11
Middlesex,284265.62,314433.07,9/1/11
Middlesex,257389.38,298117.71,10/1/11
Middlesex,266966.66,296817.7,11/1/11
Middlesex,251403.58,295344.5,12/1/11
Middlesex,221374.42,269834.11,1/1/12
Middlesex,281482.71,324561.61,2/1/12
Middlesex,272099.95,312073.22,3/1/12
Middlesex,228704.7,284264.63,4/1/12
Middlesex,298958.09,318910.75,5/1/12
Middlesex,279137.02,376234.75,6/1/12
Middlesex,290279.04,327698.65,7/1/12
Middlesex,258025.81,292639.83,8/1/12
Middlesex,246180.08,291803.04,9/1/12
Middlesex,270575.25,300436.2,10/1/12
Middlesex,243365.26,283730.8,11/1/12
Middlesex,245359.09,314379.11,12/1/12
Middlesex,228579.12,268776.72,1/1/13
Middlesex,225400.39,261522.58,2/1/13
Middlesex,236959.39,265745.79,3/1/13
Middlesex,277300.28,305673.39,4/1/13
Middlesex,236959.39,313768.51,5/1/13
Middlesex,276664.53,303840.31,6/1/13
Middlesex,260077.38,297442.52,7/1/13
Middlesex,306313.35,353786.81,8/1/13
Middlesex,265856.87,290719.11,9/1/13
Middlesex,247362.48,303262.02,10/1/13
Middlesex,257187.63,331949.89,11/1/13
Middlesex,234647.59,279276.35,12/1/13
Middlesex,252530.15,282376.17,1/1/14
Middlesex,253952.05,273511.05,2/1/14
Middlesex,233192.25,277632.19,3/1/14
Middlesex,249117.58,274149.53,4/1/14
Middlesex,252814.53,285205.43,5/1/14
Middlesex,270730.52,293462.81,6/1/14
Middlesex,267317.95,301067.41,7/1/14
Middlesex,267317.95,292349.57,8/1/14
Middlesex,251677,313683.15,9/1/14
Middlesex,247411.29,292216.77,10/1/14
Middlesex,261630.33,306883.8,11/1/14
Middlesex,231770.35,276808.63,12/1/14
Middlesex,219276.35,301685.75,1/1/15
Middlesex,230012.94,256654.33,2/1/15
Middlesex,232910.11,263039.49,3/1/15
Middlesex,244271.58,279865.68,4/1/15
Middlesex,261313.78,339135.18,5/1/15
Middlesex,261313.78,289488.03,6/1/15
Middlesex,264097.34,304497.78,7/1/15
Middlesex,260177.64,288971.85,8/1/15
Middlesex,242499.19,288871.67,9/1/15
Middlesex,250520.39,284073.5,10/1/15
Middlesex,232910.11,267318.83,11/1/15
Middlesex,278071.95,312279.69,12/1/15
Middlesex,244019.34,326535.63,1/1/16
Middlesex,252433.8,276419.58,2/1/16
Middlesex,234202.47,272298.42,3/1/16
Middlesex,241214.52,285683.27,4/1/16
Middlesex,258043.44,285918.33,5/1/16
Middlesex,302920.56,333478.67,6/1/16
Middlesex,258043.44,287874.34,7/1/16
Middlesex,269262.72,308637.49,8/1/16
Middlesex,267018.87,309534.65,9/1/16
Middlesex,252433.8,285612.27,10/1/16
Middlesex,253443.54,286003.37,11/1/16
Middlesex,229995.24,274577.5,12/1/16
Middlesex,219689.76,256407.44,1/1/17
Middlesex,230399.64,274884.65,2/1/17
Middlesex,253741.68,271393.66,3/1/17
Middlesex,248249.43,254136.52,4/1/17
Middlesex,254290.9,301612.29,5/1/17
Middlesex,287793.59,302862.67,6/1/17
Middlesex,274612.2,310917.9,7/1/17
Middlesex,291088.94,343550.04,8/1/17
Middlesex,258135.47,309197.4,9/1/17
Middlesex,263627.72,295588.24,10/1/17
Middlesex,238638.01,278296.84,11/1/17
Middlesex,238363.39,307296.53,12/1/17
Middlesex,228409.88,268660.27,1/1/18
Middlesex,234843.96,270081.22,2/1/18
Middlesex,227444.77,259104.13,3/1/18
Middlesex,240205.7,293042.78,4/1/18
Middlesex,238597.18,301818.26,5/1/18
Middlesex,268086.72,300868.12,6/1/18
Middlesex,260580.29,290238,7/1/18
Middlesex,257309.63,287544.99,8/1/18
Middlesex,257363.25,286691.56,9/1/18
Middlesex,246639.78,284604.52,10/1/18
Middlesex,247980.21,290412.51,11/1/18
Middlesex,246639.78,281596.76,12/1/18
Middlesex,236983.64,270720.1,1/1/19
Middlesex,231717.34,272784.19,2/1/19
Middlesex,254204.45,281783.65,3/1/19
Middlesex,252782.55,343405.79,4/1/19
Middlesex,247516.25,272819.62,5/1/19
Middlesex,273321.13,310053.17,6/1/19
Middlesex,263315.16,293580.86,7/1/19
Middlesex,283537.76,319395.17,8/1/19
Middlesex,258048.85,285192.43,9/1/19
Middlesex,249096.14,312060.35,10/1/19
Middlesex,263262.49,282287.5,11/1/19
Middlesex,249991.41,272825.31,12/1/19
Middlesex,239263.05,272362.48,1/1/20
Middlesex,267246.42,313772.9,2/1/20
Middlesex,244464.42,257958.77,3/1/20
Middlesex,265269.9,273640.99,4/1/20
Middlesex,266310.17,281343.1,5/1/20
Middlesex,260068.53,303657.04,6/1/20
Middlesex,283994.83,315305.55,7/1/20
Middlesex,278793.46,316243.89,8/1/20
Middlesex,250810.09,306384.07,9/1/20
Middlesex,301679.49,379526.98,10/1/20
Middlesex,306880.86,355805.61,11/1/20
Middlesex,312082.23,362274.19,12/1/20
Middlesex,289944,341984.92,1/1/21
Middlesex,260000,314920.88,2/1/21
Middlesex,267500,334658.25,3/1/21
Middlesex,296000,343051.31,4/1/21
Middlesex,314950,361677.6,5/1/21
Middlesex,300000,329563.02,6/1/21
Middlesex,295000,338800.46,7/1/21
Middlesex,300000,356656.72,8/1/21
Middlesex,300000,356580.34,9/1/21
Middlesex,287500,357645.47,10/1/21
New Haven,182512.15,235175.24,1/1/01
New Haven,182512.15,207160.58,2/1/01
New Haven,185554.02,221848.14,3/1/01
New Haven,184793.56,217779.41,4/1/01
New Haven,197721.5,239188.69,5/1/01
New Haven,205326.17,250089.64,6/1/01
New Haven,206847.11,262637.53,7/1/01
New Haven,212778.75,254841.47,8/1/01
New Haven,212778.75,257653.65,9/1/01
New Haven,206847.11,238432.94,10/1/01
New Haven,197797.55,242928.11,11/1/01
New Haven,205706.41,238599.48,12/1/01
New Haven,194616.07,229687.87,1/1/02
New Haven,193119.02,228053.33,2/1/02
New Haven,202101.3,234009.91,3/1/02
New Haven,200529.41,244913.9,4/1/02
New Haven,205095.4,249737.37,5/1/02
New Haven,224407.3,270930.12,6/1/02
New Haven,224557.01,279884.35,7/1/02
New Haven,229048.15,276331.89,8/1/02
New Haven,228299.62,274859.12,9/1/02
New Haven,221562.91,264619.24,10/1/02
New Haven,224557.01,269187.27,11/1/02
New Haven,224407.3,257784.11,12/1/02
New Haven,212195.52,258959.64,1/1/03
New Haven,212195.52,253090.39,2/1/03
New Haven,223902.86,269706.86,3/1/03
New Haven,225000.42,277912.75,4/1/03
New Haven,238537.03,284797.22,5/1/03
New Haven,247317.54,302556.48,6/1/03
New Haven,256829.75,323809.05,7/1/03
New Haven,256098.04,312227.55,8/1/03
New Haven,255951.7,322709.39,9/1/03
New Haven,240000.45,286853.3,10/1/03
New Haven,248780.96,293045.88,11/1/03
New Haven,245854.12,296569.3,12/1/03
New Haven,239466.19,284675.21,1/1/04
New Haven,220793.53,263254.06,2/1/04
New Haven,237256.83,283798.9,3/1/04
New Haven,242316.98,296498.77,4/1/04
New Haven,258709.01,308169.89,5/1/04
New Haven,277951.82,335837,6/1/04
New Haven,274388.34,334964.35,7/1/04
New Haven,274958.5,331513.15,8/1/04
New Haven,277025.32,335506.18,9/1/04
New Haven,267974.07,321404.19,10/1/04
New Haven,275101.04,314932.78,11/1/04
New Haven,271537.55,319308.91,12/1/04
New Haven,262006.17,301052.14,1/1/05
New Haven,241321.47,287809.41,2/1/05
New Haven,258558.72,301929.64,3/1/05
New Haven,275795.97,326613.17,4/1/05
New Haven,289585.77,323702.43,5/1/05
New Haven,303237.67,344558.32,6/1/05
New Haven,315786.39,376645.69,7/1/05
New Haven,315441.64,362726.1,8/1/05
New Haven,296480.67,345741,9/1/05
New Haven,306478.27,348107.95,10/1/05
New Haven,301858.69,354886.3,11/1/05
New Haven,306133.53,335620.26,12/1/05
New Haven,287225.99,338031.36,1/1/06
New Haven,287225.99,328703.54,2/1/06
New Haven,287225.99,342178.75,3/1/06
New Haven,300585.34,344670.2,4/1/06
New Haven,307265.01,348424.71,5/1/06
New Haven,323296.23,372572.26,6/1/06
New Haven,320624.36,365909.14,7/1/06
New Haven,316616.56,359376.8,8/1/06
New Haven,307265.01,344205.15,9/1/06
New Haven,307265.01,350179.75,10/1/06
New Haven,296911.52,342946.54,11/1/06
New Haven,313944.69,351552.43,12/1/06
New Haven,272717.81,315949.7,1/1/07
New Haven,272717.81,332944.75,2/1/07
New Haven,292197.66,336548.34,3/1/07
New Haven,295768.96,338433.28,4/1/07
New Haven,298690.94,348077.89,5/1/07
New Haven,315963.07,395608.12,6/1/07
New Haven,311677.5,373114.62,7/1/07
New Haven,311612.57,369959.85,8/1/07
New Haven,302586.91,348135.44,9/1/07
New Haven,285704.38,334473.99,10/1/07
New Haven,280509.75,326614.3,11/1/07
New Haven,281808.41,354167.4,12/1/07
New Haven,262696.08,300994.69,1/1/08
New Haven,266448.88,307665.32,2/1/08
New Haven,262696.08,301171.73,3/1/08
New Haven,273954.48,304033.44,4/1/08
New Haven,268950.75,302920.29,5/1/08
New Haven,290216.62,360464.2,6/1/08
New Haven,290216.62,356632.58,7/1/08
New Haven,278332.75,331098.14,8/1/08
New Haven,267828.66,303875.15,9/1/08
New Haven,250186.74,287392.49,10/1/08
New Haven,237677.41,273318.55,11/1/08
New Haven,225216.86,271695.92,12/1/08
New Haven,219616.96,270288.46,1/1/09
New Haven,200792.65,247796.73,2/1/09
New Haven,219616.96,264589.07,3/1/09
New Haven,225546.62,254265.84,4/1/09
New Haven,238441.27,280028.64,5/1/09
New Haven,240323.7,285117.27,6/1/09
New Haven,259148.01,302994.96,7/1/09
New Haven,250990.81,292027.72,8/1/09
New Haven,238441.27,275390.09,9/1/09
New Haven,238441.27,282728.79,10/1/09
New Haven,229656.59,271658.56,11/1/09
New Haven,229656.59,278941.89,12/1/09
New Haven,209906.92,299971.65,1/1/10
New Haven,216389.34,254514.38,2/1/10
New Haven,211913.38,252461.43,3/1/10
New Haven,232441.04,285144.62,4/1/10
New Haven,222254.38,258694.61,5/1/10
New Haven,251733.96,300872.57,6/1/10
New Haven,228428.12,270937.69,7/1/10
New Haven,240775.58,278055.5,8/1/10
New Haven,222254.38,253526.25,9/1/10
New Haven,228428.12,273317.59,10/1/10
New Haven,218704.49,257387.08,11/1/10
New Haven,218550.14,271949.83,12/1/10
